rank,score,bucket,relevance,id,name,status,asset_type,capacity_mw,duration_hours,energy_gwh,investment_eur_bn,location,developer,planning_reference,technology,counting_rule,source,url,reasons
84,87,Promising,in Ireland,storage-news-a7ea21f1adfd,Renewable generation in Northern Ireland declines - Belfast News Letter,Watch item,Storage / grid flexibility,,,,,Ireland,,,Renewable generation in Northern Ireland declines Belfast News Letter,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Belfast News Letter,https://news.google.com/rss/articles/CBMinAFBVV95cUxNcUstVzNlWXFRUkwwbGNWWGVQdW50SDRkSTJYUTh2WGlnS1V1WHRHTWJ6S0s1X3BTU01vcy14SnZtWFotd3FabTc1YW1XdXJpYXVneFNZMFFBTzdzQ0k0RGpjbUN6MW5LbnAzajNtelZ4MTVreEVDQ2dJVHAzTnFUNXJ2emlBX2pxTjl5cmFSNTlsYWt4ZnFVN19mcHc?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
85,87,Promising,in Ireland,storage-news-1ed26e82fb74,Irish single electricity market set for ‘significant’ battery storage growth - Solar Power Portal,Watch item,Battery energy storage,,,,,Ireland,,,Irish single electricity market set for ‘significant’ battery storage growth Solar Power Portal,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Solar Power Portal,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPTThsRnFOa2tFanpUemdhQzQxcGIwclBtcDZWcmdWUkQyWFAtdFc3SW92d1JZZERQdzRaRlBVODZsVEtQQ21BMGlQZG16ZUo3OTZDOUNYWVlfeEZnSjgxV2dnU1JDZ3NwTm81V2VFTmJ4T1RSamVwQkJOVEZHWFpiMUlScUhZUkJLTVZwa0lrRFgwMjh6d05xUWQ2NzRIS3c2TjJHOVNkYlpxV2t6UVNEUm95amVtbHM5MjIzQmIyWGhJSzQ?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
86,87,Promising,in Ireland,storage-news-f3c1d756a39f,Developer in Ireland submits application for Europe’s first multi-day iron-air battery project - Energy-Storage.News,Watch item,Battery energy storage,,,,,Ireland,,,Developer in Ireland submits application for Europe’s first multi-day iron-air battery project Energy-Storage.News,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Energy-Storage.News,https://news.google.com/rss/articles/CBMixAFBVV95cUxNcm5PTDJIaWdwUDViNlhQMlpaYVdBWmFXNjJucHFIbk1ZRXluY0tJTmFFSElVYXpVeFRBWkpyS1ctRDFjNTJJekx6VEw0d3JPU09RTlUzVUtFSnhwVlZaUElBbERYVktEMFp6dXFCa0ZUbE5fYVBRa0FRZk1VN0huWkJlLVF3bmg0LUpneGt1R2k2SVZ5dnlKbVlKeXVWREVTME1VWHB6UHItRURjaHFEbS1aRjduaDM4N0c5eXRDbXlETzRE?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
87,87,Promising,in Ireland,storage-news-ba02653de60f,Arup supports Northern Ireland Water complete large-scale battery energy storage system project - Arup,Watch item,Battery energy storage,,,,,Ireland,,,Arup supports Northern Ireland Water complete large-scale battery energy storage system project Arup,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Arup,https://news.google.com/rss/articles/CBMivwFBVV95cUxNT3BEa09MSnpUZnNRRnh2SWM0VmZFb3drbmxQa0FoX1V3RVZjWjhBcGM5ZUhjbU92c3M5eUJtRlNqRzVkQUtkUTRTLXRWcDl1Y2ZHNUdsWmtmVkZ0OW1MWkwyVDBuaDdNX3czVXpSb0dRLUNLbFZTN3owbjJSNjh1SFhST3BlV1JsZnFQY0F4VVZ5UldpQTdwU1FORGNLamRyUHlidXotNUxBc0dRckl6UzBPWllDQXI1d3FTX3FKVQ?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
88,87,Promising,in Ireland,storage-news-b5eaf7d81614,"Ireland’s first 4-hour battery project indicates market evolution, challenges remain - Energy-Storage.News",Watch item,Battery energy storage,,,,,Ireland,,,"Ireland’s first 4-hour battery project indicates market evolution, challenges remain Energy-Storage.News",Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Energy-Storage.News,https://news.google.com/rss/articles/CBMitgFBVV95cUxPbXcyNDBvYkx1eUhNWU9zcjRuV0xoZ2ktRS13c0x1ei1ZYVpLaUdRamlSUHVtZHRjQnFGNHlwWEhJNVlZekhxRjdOdU9sQWV1cm1wV1ZLVmJlR3BwN2NMbV9wZWthSUJ4LVFwbFNhcnRzTVRNLXhlQXo2WDF3eEw1R180d3V1UTFZNHBZNWtxZlJpMzlXVGlpS2dGMHNJZjEzbDhuOWN2RWdCZl9iVkNCdHFKZjZNUQ?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
89,87,Promising,in Ireland,storage-news-53b27913a980,Ballylumford is pivotal to innovative new long-duration energy storage project - The Irish News,Watch item,Storage / grid flexibility,,,,,Ireland,,,Ballylumford is pivotal to innovative new long-duration energy storage project The Irish News,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,The Irish News,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNMHV5Z3NfNVA0SE5rY3o4Q0tuY1BENDU0eG5SY3E1bmNRMUREN3BYQWNORFYwT0R3Sy1nXzRfdG1BaVBCY3ZRZ19tNnUwSU5vaXUyM0gxVzFpcnpERWN0b1Zxa1lmRlRIN010YlJDb1BLa1NVaEZhWWRzaEtEN3lxSTFnT3JvRmNEYk1pQVAyZWpQd25FUDNoRzlUTnptRUVtMjNTQXBfNmRocTBQd3NpZGRhQ1pjZmlySDZRb09kTTNuQUdlZElNRHNTZE0tMEs3bUVNQQ?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
90,87,Promising,in Ireland,storage-news-6da3af304ad2,Ireland’s battery moment has finally arrived — but it’s not quite what developers wanted - The Currency,Watch item,Battery energy storage,,,,,Ireland,,,Ireland’s battery moment has finally arrived — but it’s not quite what developers wanted The Currency,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,The Currency,https://news.google.com/rss/articles/CBMic0FVX3lxTFB5d2JoRUh5bWlPallKVGcza04weVo5TW9scHpLbzFNOERwWjRFcVA0U0ZzYjRTQ3hDU0t5dWdmSjJvWXF1WWY0ZjMzbU9WdjgxUENuNmJQblBpMHJ5Q0tmTmhIRHRXYzZrSHlVUHJVXzZqSXM?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
91,87,Promising,in Ireland,storage-news-4518351661f3,Renewable energy giants open Ireland's first four-hour battery storage system in Offaly - Offaly Live,Watch item,Battery energy storage,,,,,Co. Offaly,,,Renewable energy giants open Ireland's first four-hour battery storage system in Offaly Offaly Live,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Offaly Live,https://news.google.com/rss/articles/CBMixwFBVV95cUxOc3VkYkM3dFBNNzR5MGNxSDBrdVJBNDk2dFp1SWdHSnA4b29za0tvSWVOWkM1ZktsdmV5UmVGSnlxdjlLWURMWVozVWpPX2cwMFNPZk8wdkc3SHlTZjNlLTZDNy1Xb3lJVG5jNHJPemtNM3VqNUNhY2VFSG9Oam1OcVJaOWtudHJXbEswOGFrdW13NjRpcmw1NkFpVVpCZ0d2cTZjOV9VN0RQdk9nWXh1WVJxTmRtMnVsNkgzS21Vd1BPeTNoWFBB?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
92,87,Promising,in Ireland,storage-news-de7f27fd64b3,Shannonbridge B: Re-building the inertia backbone for Ireland - Energy Storage - ESS News,Watch item,Storage / grid flexibility,,,,,Ireland,,,Shannonbridge B: Re-building the inertia backbone for Ireland - Energy Storage ESS News,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,ESS News,https://news.google.com/rss/articles/CBMingFBVV95cUxOeUtXa3lNcXJ4b3Z5MW9BQVBWRzBTVkNGM1ZxZnJfWGxuTmIyaVQ2SmhicXl6bElTcHNzUjl0dnBoWjNyUUh6dWJER2w4R0tOUDQtdG1YQlc5d3JDTEhwQVBqSXVrVTBXVzNIdUZhWm5tTGRUTER2dTUtRHYzX3ZPOXJwbG04M1F4bmxSeXVsMWxmUHROVTgwWXNKYVhRdw?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
93,87,Promising,in Ireland,storage-news-e29db240050c,Google and Energy Dome Advance Multi-Continent Energy Storage Buildout with First Bilateral Project in Ireland - PA Media,Watch item,Storage / grid flexibility,,,,,Ireland,,,Google and Energy Dome Advance Multi-Continent Energy Storage Buildout with First Bilateral Project in Ireland PA Media,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,PA Media,https://news.google.com/rss/articles/CBMi9AFBVV95cUxQVTBFbUIwZXNhVWljTS1mbkthVUl5NUY1VlRpRE55b3RuVjFxSHJZTU91bHQwR2VFdmVxWU9QOWcyVDR3V3VGejJtcGVzZnBYZjhHdnRZZEZCU1pjVHA1YWQ0ZVN4Sm5EQnF2UDBGbkVjSlhta3JIWUNRaXZ5aUR2LTBQZG4yZkR4bVFrV3hsckZWNUZEWHJhcFpRV090SHlfcF9xbVpwWVNxU1FGVVpYT0Q2N0hhdG1YQzdaOWFBUHNySDNzdWl4akpHdzN0azBSZnN0SEdRby1KQXJwVHBtenlaU2g0a3d5dzJTTk1qd1pLTHVD?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
94,87,Promising,in Ireland,storage-news-8315edab0477,Battery storage – the most valuable lease in Ireland? - Irish Farmers Journal,Watch item,Battery energy storage,,,,,Ireland,,,Battery storage – the most valuable lease in Ireland? Irish Farmers Journal,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Irish Farmers Journal,https://news.google.com/rss/articles/CBMipgFBVV95cUxPMWJzaV9kYllHYXpGdWlQX2d4Nzd1emJuY0YyYkdmVElDZWxLWGZKTEhybVU2VGN1N096RFFvamYzdFBqZnVkejA4UjZFQkk3VGdfNVF6U1hJbDdoWERrYU5kaG9WSkhxbTg2d2VsSzY4eWJRX2FjNENUOUluRHVuTEg4bDg3NU9hSW9uNmV3VG12d1ZUYmFsenRlRUJBNkJEOEpsM2ZB?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
95,87,Promising,in Ireland,storage-news-b100c39b0da1,SSE acquires battery storage project in Co Offaly - RTE.ie,Watch item,Battery energy storage,,,,,Co. Offaly,,,SSE acquires battery storage project in Co Offaly RTE.ie,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,RTE.ie,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOR2hvNzN3WHlpRldBMUhBRHI0NEltUS1TSklzcGVBcndiU0hDbzBJSzdjSzI0THdiWEluS2dLWnlSdFRBbS0tSFhmSjVoVW5oWjBkc1NVZnRkVmdTX1JwTmRHQUQ2VE4wR3ctZVVxQ1h4WDJPMWVTTGVWbUxPTGdBSWJhMXB4cmduZjU0R3Fvc2xHeEY0eERWY1FNU0dLUkJXT2pNU0RoZ3I?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
96,87,Promising,in Ireland,storage-news-f7b012a7b2e2,SSE acquires Irish BESS - energyglobal.com,Watch item,Battery energy storage,,,,,Ireland,,,SSE acquires Irish BESS energyglobal.com,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,energyglobal.com,https://news.google.com/rss/articles/CBMigwFBVV95cUxOdGVIWWI4MExwVDB4M0NZbTAxX3A5QnhrekZIQ2V0NXNoMF8zWGYyXy1zSmZGVjRkS3gxMW4xTENBMjhhQ0Y4ZjB3TFFMbm5FQnJ2Um81Yy1meEVwWlo3MnlRZWlRQ1hIVzYtOWZtd2lQQUF0VUF0V3BMT3FvWFhNN0Vfbw?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
97,87,Promising,in Ireland,storage-news-4d6ea55a5851,Electricity Supply Board opens Ireland’s largest battery storage facility at Dublin energy hub - Energy-Storage.News,Watch item,Battery energy storage,,,,,Co. Dublin,,,Electricity Supply Board opens Ireland’s largest battery storage facility at Dublin energy hub Energy-Storage.News,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Energy-Storage.News,https://news.google.com/rss/articles/CBMixAFBVV95cUxQX000bkJOeWZtcmdoQTAtSUpybV9SU0I4bFJrTi0wZHBHQ2ZMdFJuYkREUTkxZVFLR2JkZS0wTWRYRjBSb2E4S2hyZG4teUE1U0V0VWdjekItZWxUZmhXQlNkLWdGTFRVZnptRTRiSVFsclV3S2FRRHk2N0F2SkwwYU9NalNoNWFoVkItbVBIbmV0Z3ZLcG1VaTcxdU4xaUxiN3JZZFFnbzc2aTFXZ2tuLXA1OWtFZ1pOMmVlMURVWTlsa3B6?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
98,87,Promising,in Ireland,storage-news-314dd03fe87a,Buncrana's big battery is only the start as Ireland's energy goes green - donegallive.ie,Watch item,Battery energy storage,,,,,Ireland,,,Buncrana's big battery is only the start as Ireland's energy goes green donegallive.ie,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,donegallive.ie,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQaG9ncXNuQ0V3QUU4VG5XUkdRYUJNczBzQ1dUdDYyeWt4cU8zU0NZUlRXZVJIcEtfU2dGQ2ZqckUwaDBtNmk5WjRXZ2pVVjZCTTk1TEpSbFBSUmFIdDkzR3lxM0E2aWZiZ1NkRkNxbWRVQ3FnU2VRTm9sbm1yTmpKQ2tLSlZfdUlwc1F3NWRDNFVIRS1EV0NiSGhJa3RZd0tMend1WkpYaDMtZmRrb0RuMEM2QXd1VjZm?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
99,87,Promising,in Ireland,storage-news-1d5184e06592,Spotlight on Ireland: Waiting for market maturity - Energy Storage - ESS News,Watch item,Storage / grid flexibility,,,,,Ireland,,,Spotlight on Ireland: Waiting for market maturity - Energy Storage ESS News,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,ESS News,https://news.google.com/rss/articles/CBMijgFBVV95cUxOUG1BcTFVb0lZa0ozcmFfRjFVMUFXczZPLXp6d1Q3cUdLNnlHNUhJU29JNmgxMDdDZHcwYXVwSXhQVXZOTVJjcjFhRGJYNHFRQlNsRXp6ZzhPS2NIQmI5RTAyWk4ySWF1cjJiSmJmUURJWE84Smx0SGhjRm1RZjc1REZJXzdPY0owLWVEYUFB?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
100,87,Promising,in Ireland,storage-news-7c2eb879035d,ESB: Irish electricity network reaches 1GW of available energy storage - Solar Power Portal,Watch item,Storage / grid flexibility,,,,,Ireland,,,ESB: Irish electricity network reaches 1GW of available energy storage Solar Power Portal,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Solar Power Portal,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQcHZtVWNQMkxCTDEwYThtenlxSlpNQXpWMkRMaGl5WmtxaG4xcENWbElESS1najVFTURoVGdjcE91T05WeHFDQ1RNUjBlZTVsY2RhaWtxbklnUWRmV1Zfc3J6OExmZHkzTU9WZXE4d0RGS1Vza0JheTZDeUpyZ25qTXJKVkFnUEZ0eWJUYm9ZWWlLQkRna2lHZ3F3VWxxZVBGVWlKTmd1RWppS3ZPeXBoQXI1TW5QcFk0eVdZ?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
101,87,Promising,in Ireland,storage-news-3e65cbe0de8c,Iberdrola commissions its first large-scale BESS project in Ireland - Energy-Storage.News,Watch item,Battery energy storage,,,,,Ireland,,,Iberdrola commissions its first large-scale BESS project in Ireland Energy-Storage.News,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Energy-Storage.News,https://news.google.com/rss/articles/CBMiogFBVV95cUxPYkpYZDlRN0VpcmZITFE1Mk8xaUt1Um9NMU05eHZDTWxpdTJxOUg2UDNhYnBXRlliMzVFckxlZ0g0OTNjcXlQd0lFbExTZWZSVk03OEQ4eFVpOWdhRk9lLU5rQlBRa0JURGtyWWxvd3N1aXZPOEVMY2pKMnhsZTJPS0xMOU9nUXJzUjk2LVFNRVVxN1J2TF9rQm1KZUE0ZzduR1E?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
102,87,Promising,in Ireland,storage-news-9b3ef128586f,Why Ireland’s 10 GW energy storage pipeline is delayed by revenue uncertainty - ESS News,Watch item,Storage / grid flexibility,,,,,Ireland,,,Why Ireland’s 10 GW energy storage pipeline is delayed by revenue uncertainty ESS News,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,ESS News,https://news.google.com/rss/articles/CBMiogFBVV95cUxNWURzendSX0lfT0JfcXg4TlZfR3pGd1U4TndZZTFpcWVSNjBoQ25scldReTljSWgwOVJLcm5MYmdIWThkZ1d0MUlVS1YtNGM1SUw0RHd4VFB0dl9BOXVyM1N4UGJkUEk4TFVUUHdlTHJTckxzeDRTdHhWVlNhT09GYmthTWkxOHRUWnRSalpLanl3UnlYb1JjNkpiVVN2cWtOZkE?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
103,87,Promising,in Ireland,storage-news-52b0f2be425b,Ireland: ESB Networks says energy storage on grid now exceeds 1GW - Energy-Storage.News,Watch item,Storage / grid flexibility,,,,,Ireland,,,Ireland: ESB Networks says energy storage on grid now exceeds 1GW Energy-Storage.News,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Energy-Storage.News,https://news.google.com/rss/articles/CBMingFBVV95cUxNQVlVSUJRd29lbVBkVVF1V1c3RWxqSkRTdnIyNWNSU202bUpzMkhYeGZwWERJc1pENTFJbmdYZ3hUUjZpel96WWtZbDU2RFBnRFdTcFg5b0lTZkJwai1SbkNhTVM2LTVPZWd5YWcwZERzRmhudkpnSjVMQTJoUGlncjN3MjIxdjR6SU9tTkFabDRlWHNWRHUydlZnVUVSUQ?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
104,87,Promising,in Ireland,storage-news-75970014507b,Novel hybrid stabilisation tech to optimise renewables on Irish Grid - Enlit World,Watch item,Storage / grid flexibility,,,,,Ireland,,,Novel hybrid stabilisation tech to optimise renewables on Irish Grid Enlit World,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Enlit World,https://news.google.com/rss/articles/CBMiogFBVV95cUxOcHc2eU1jazZzMjhZbUJJcC0wV3BLMUV4RkhFOEZjZmdQRVc3MmdHNFFpTFRTdlNWN2szQ09mUkhidGVBbkhQa0dNZVBMMHh6S2FZeW0tVFBIWlQtb1k3MzV0ZlNUUTNySXNoNEVfX0J1LTAtSFJQaS0yQXVSQWhhQnhELVNKbFpmOVJKWE9iZE9aWVdXRmxJQjhEdlQ5TnRZNlE?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
105,87,Promising,in Ireland,storage-news-1caca959ba63,Ireland has more than 2.5GW of grid-scale battery storage in development stages - Energy-Storage.News,Watch item,Battery energy storage,,,,,Ireland,,,Ireland has more than 2.5GW of grid-scale battery storage in development stages Energy-Storage.News,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Energy-Storage.News,https://news.google.com/rss/articles/CBMisgFBVV95cUxONUNkQ1lsV3U2aUFINGpnMTh0T2NQQjEyZlJQa1AwMWw0R0JIWHdNd3NDX2RzMHpzWnRWNGRGSVQ3azBIdE5EeGFQalFuYVNqS2tpWFhlR0FTOW1Udl9mRnFNVFlGakJZeG13ZEl4SDRWQUpoSWFZa1hDNmRoVERCMXFTYlpaQ0JBZHZXdzJtVlFvYnYyS1RsdzVHNWpsUkVLWHBPUDdlVy1yQ2VGNVBPRkVR?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
106,87,Promising,in Ireland,storage-news-abb277e44d62,Siemens Energy combines synchronous condenser and battery tech to stabilise Irish grid - Enlit World,Watch item,Battery energy storage,,,,,Ireland,,,Siemens Energy combines synchronous condenser and battery tech to stabilise Irish grid Enlit World,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Enlit World,https://news.google.com/rss/articles/CBMiugFBVV95cUxPVDN3WXp1UGZKUmpCM3VWVkZ2QS1VUDZIeTRUNklBNEJrVXEzMmtSU0htUkVabGlWbzhsd1NKSEhVUGxONEJfZS05VW1iUlo0SXVWY3Q3TXIzZHFzOEhLdHdyNFhNNEtINnJRa0tRZjBEejFVdDd4eFV3cnR6QnhsYUtUMmlsT0o4d3A4bjJFTlpBYzdoWlc4cDRKR2hoRXlGd05PbzM2OU5hWTZBM3ltSmNNZ2xwc2ZWVHc?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
107,87,Promising,in Ireland,storage-news-e69c06755aa7,Siemens Energy to deploy ‘first’ synchronous condenser-BESS hybrid project in Ireland - Energy-Storage.News,Watch item,Battery energy storage,,,,,Ireland,,,Siemens Energy to deploy ‘first’ synchronous condenser-BESS hybrid project in Ireland Energy-Storage.News,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Energy-Storage.News,https://news.google.com/rss/articles/CBMitwFBVV95cUxQM3BoNi1STzVudVBSZWpYWnlHRndoT05ZNjdqM0FjcE9kOTRoSlNGLVN6MTNFaDNydEZPYi1OR3BsaHB1X2tlSjY4S0R0UzVscXlwX1R0N1dfeElwbE1FNnJNUC0xMlU3WUFvVUxPdklKdjR0aUttcXQ5ZUlfMzlObFRseERvQWt5SUt6dTdWejlSX3l3OHZ1OUtOYTF0OUhaZHNLazQzRHYya2lpb3VGZnRpalJTSjQ?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
108,87,Promising,in Ireland,storage-news-2accf480ada5,British and Irish BESS investors make big moves in Japan - ESS News,Watch item,Battery energy storage,,,,,Ireland,,,British and Irish BESS investors make big moves in Japan ESS News,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,ESS News,https://news.google.com/rss/articles/CBMimAFBVV95cUxNWlptMHZaRlBzY0pnd2ptbjQ3YUFzQjVmOUdLTlJRUDdJb0FnUjJyQXBGbW9wQ1M2eU0xeDJ6c2I1VUlwUTJaTUFyMHd0T1NXWUFKSXQzbHFvZVNCZ1hHckppYzJlemRGWW1wZ3BPVGpEcG9sZjdIak4zQkt4YVdDQmFkeGR5cTB3T01UcktEM2l0VlBPSlhJMg?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
109,87,Promising,in Ireland,storage-news-429ef370cf4b,"GridBeyond Storage funds behind-the-meter BESS across UK, Ireland - ESS News",Watch item,Battery energy storage,,,,,Ireland,,,"GridBeyond Storage funds behind-the-meter BESS across UK, Ireland ESS News",Do not include in renewable generation totals unless this is explicitly connected renewable generation.,ESS News,https://news.google.com/rss/articles/CBMiowFBVV95cUxQN08zdGVtXzBfVVduZzBQY1AtSE5DN0h2WU9VWHNGZmVvMjBBdGI5Q29qYWo0WGNISlZXcW5QZG8tTWdFb1ppalNnVVJEMjU1WFRjTDI1MkcwV3dZZUFPMGJrRHBGckhSbUUxNEZud3NZSFJsYlZuYnpJNklFc211dENXMC0yTVEtYkZiZWp1WGc1cmdhckN6cXFDVWNFbjh3dWpF?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
110,87,Promising,in Ireland,storage-news-97f7ab639b14,Stormont shining a light on Northern Ireland energy storage - Belfast Telegraph,Watch item,Storage / grid flexibility,,,,,Ireland,,,Stormont shining a light on Northern Ireland energy storage Belfast Telegraph,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Belfast Telegraph,https://news.google.com/rss/articles/CBMivAFBVV95cUxOQVZmdUJuRDBaejNzQTNLcmRwcVlyX1lZUGtCNF9FSXFwWEFWOFJQd0RnT2tXSE5YSE1hMmxTUjhJR3kxV3F0RkloaDlpSU0wOE9tWDhhSVlfVFhuanowaFVSMzZGbUxjQ0xXS3g0ZTF4Ymk1T1NlVjFSQ1EtRU1UUlRuSWRMVElEdjVrWVlTUGFVX1BqVW9McHU3WnFBQ1dKOTc4NEhPRGE0LTFkeW1VMm9iMHB0Mm1LOGcwaA?oc=5,storage-specific language; Ireland-sited or Ireland-specific; operational; connected; planning; counting rule present
